Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,imu_string
1711642327.0626063,0,1711642327,61911821,imu1_frame,0,0,0,,0.5442560939746106,-0.524052347,0.6472371056476343,-0.101185821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.032904,-0.005055,-0.33849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.392,-1.676,-9.587,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2204,-0.0335,-0.3808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+051.332,-002.500,+001.393,+00.2204,-00.0335,-00.3808,-00.392,-01.676,-09.587,-00.032904,-00.005055,-00.338493*61\r\n'"
1711642327.0882554,0,1711642327,87564945,imu1_frame,0,0,0,,0.4042333233748168,-0.646338545,0.6440826004957912,0.063241675,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.03973,-0.005761,-0.33789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.379,-1.654,-9.6,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2179,-0.0347,-0.3809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+050.851,-002.495,+001.366,+00.2179,-00.0347,-00.3809,-00.379,-01.654,-09.600,-00.039730,-00.005761,-00.337893*6C\r\n'"
1711642327.1139486,0,1711642327,113181352,imu1_frame,0,0,0,,0.23823304642531723,-0.732009363,0.5985827340937422,0.22159877933800473,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.03881,6.3e-05,-0.33574,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.541,-1.645,-9.724,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2178,-0.0423,-0.3866,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+050.371,-002.486,+001.335,+00.2178,-00.0423,-00.3866,-00.541,-01.645,-09.724,-00.038810,+00.000063,-00.335740*6F\r\n'"
1711642327.1378005,0,1711642327,137100696,imu1_frame,0,0,0,,0.053610116,-0.775276604,0.5154440606672068,0.36109495009321685,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.040187,-0.005218,-0.33619,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.619,-1.667,-9.759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2155,-0.0359,-0.3867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+049.890,-002.479,+001.304,+00.2155,-00.0359,-00.3867,-00.619,-01.667,-09.759,-00.040187,-00.005218,-00.336195*69\r\n'"
1711642327.1629343,0,1711642327,161897182,imu1_frame,0,0,0,,-0.138266211,-0.770911565,0.4031539088357943,0.4733336446557517,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.033544,-0.005118,-0.33476,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.436,-1.677,-9.591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2118,-0.0345,-0.3797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+049.407,-002.475,+001.278,+00.2118,-00.0345,-00.3797,-00.436,-01.677,-09.591,-00.033544,-00.005118,-00.334769*6A\r\n'"
1711642327.1879234,0,1711642327,187060594,imu1_frame,0,0,0,,-0.323803449,-0.717145574,0.27263767240405906,0.5536445171471985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.022227,-0.008539,-0.33877,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.329,-1.857,-9.453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2143,-0.0334,-0.391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+048.922,-002.476,+001.263,+00.2143,-00.0334,-00.3910,-00.329,-01.857,-09.453,-00.022227,-00.008539,-00.338778*6F\r\n'"
1711642327.211898,0,1711642327,211237192,imu1_frame,0,0,0,,-0.48858104,-0.619897849,0.130182072,0.6000565405705123,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.020594,-0.010298,-0.33627,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.335,-1.654,-8.964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2119,-0.032,-0.3854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+048.441,-002.477,+001.253,+00.2119,-00.0320,-00.3854,-00.335,-01.654,-08.964,-00.020594,-00.010298,-00.336270*6D\r\n'"
1711642327.2374163,0,1711642327,236505508,imu1_frame,0,0,0,,-0.625497454,-0.486045368,-0.016382563,0.6101183881199552,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.018094,-0.011108,-0.33643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.32,-1.616,-9.227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2156,-0.0246,-0.3924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+047.964,-002.481,+001.242,+00.2156,-00.0246,-00.3924,-00.320,-01.616,-09.227,-00.018094,-00.011108,-00.336433*66\r\n'"
1711642327.2617798,0,1711642327,261295557,imu1_frame,0,0,0,,-0.724959779,-0.321891769,-0.161381786,0.5871753802785495,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.017833,-0.007954,-0.33969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.314,-1.655,-9.405,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2118,-0.0333,-0.3926,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+047.482,-002.483,+001.238,+00.2118,-00.0333,-00.3926,-00.314,-01.655,-09.405,-00.017833,-00.007954,-00.339695*6C\r\n'"
1711642327.2867312,0,1711642327,286070346,imu1_frame,0,0,0,,-0.779368652,-0.137659369,-0.299527226,0.5328394162783004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.014832,-0.005319,-0.34253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.552,-1.654,-9.322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2144,-0.0246,-0.3968,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+046.991,-002.481,+001.245,+00.2144,-00.0246,-00.3968,-00.552,-01.654,-09.322,-00.014832,-00.005319,-00.342531*6F\r\n'"
1711642327.311765,0,1711642327,311192989,imu1_frame,0,0,0,,-0.787313167,0.056013481,-0.417665706,0.45006202291388747,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.010226,-0.013741,-0.34144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.515,-1.59,-9.536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2155,-0.0296,-0.3981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+046.500,-002.489,+001.256,+00.2155,-00.0296,-00.3981,-00.515,-01.590,-09.536,-00.010226,-00.013741,-00.341440*61\r\n'"
1711642327.336838,0,1711642327,336178779,imu1_frame,0,0,0,,-0.744316524,0.24527610772451539,-0.51562529,0.3463569016869279,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003777,-0.017702,-0.3473,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.469,-1.678,-9.524,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2131,-0.0308,-0.4025,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+046.002,-002.501,+001.282,+00.2131,-00.0308,-00.4025,-00.469,-01.678,-09.524,+00.003777,-00.017702,-00.347307*62\r\n'"
1711642327.3622243,0,1711642327,361576557,imu1_frame,0,0,0,,-0.653259338,0.41899505097978845,-0.589923397,0.22290304899249197,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006973,-0.020323,-0.35697,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.451,-1.957,-9.421,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2132,-0.022,-0.3954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+045.495,-002.518,+001.316,+00.2132,-00.0220,-00.3954,-00.451,-01.957,-09.421,+00.006973,-00.020323,-00.356979*6D\r\n'"
1711642327.3872044,0,1711642327,385996103,imu1_frame,0,0,0,,-0.521377195,0.566198445,-0.632820935,0.084396716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000987,-0.026889,-0.35339,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.403,-1.821,-9.23,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2156,-0.0221,-0.4024,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+044.988,-002.542,+001.345,+00.2156,-00.0221,-00.4024,-00.403,-01.821,-09.230,+00.000987,-00.026889,-00.353395*62\r\n'"
1711642327.4134734,0,1711642327,412777423,imu1_frame,0,0,0,,-0.357269437,0.6764438943689394,-0.641240106,-0.059944421,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000384,-0.030745,-0.35023,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.503,-1.843,-9.255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2157,-0.0297,-0.3976,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+044.486,-002.572,+001.367,+00.2157,-00.0297,-00.3976,-00.503,-01.843,-09.255,-00.000384,-00.030745,-00.350238*63\r\n'"
1711642327.436964,0,1711642327,436269044,imu1_frame,0,0,0,,-0.170681562,0.740996962,-0.617379028,-0.201579865,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.005869,-0.032047,-0.34869,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.568,-1.882,-9.483,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2169,-0.0272,-0.4062,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+043.987,-002.607,+001.388,+00.2169,-00.0272,-00.4062,-00.568,-01.882,-09.483,-00.005869,-00.032047,-00.348699*64\r\n'"
1711642327.4618323,0,1711642327,461075544,imu1_frame,0,0,0,,0.025892924132783796,0.7543791687822374,-0.562147196,-0.33798248,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.005524,-0.02915,-0.35062,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.437,-1.676,-9.606,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2194,-0.0273,-0.3975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+043.484,-002.640,+001.411,+00.2194,-00.0273,-00.3975,-00.437,-01.676,-09.606,-00.005524,-00.029150,-00.350625*63\r\n'"
1711642327.4869804,0,1711642327,486231327,imu1_frame,0,0,0,,0.21434894783322775,0.7151709884940574,-0.475629412,-0.46514691,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005298,-0.021157,-0.35413,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.509,-1.821,-9.396,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2194,-0.0222,-0.4046,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+042.977,-002.662,+001.441,+00.2194,-00.0222,-00.4046,-00.509,-01.821,-09.396,+00.005298,-00.021157,-00.354135*6B\r\n'"
1711642327.5119038,0,1711642327,511283159,imu1_frame,0,0,0,,0.3804622118313878,0.6284488283621243,-0.362250726,-0.573650579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013383,-0.018162,-0.35521,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.464,-1.959,-9.43,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.217,-0.0234,-0.4033,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+042.470,-002.680,+001.482,+00.2170,-00.0234,-00.4033,-00.464,-01.959,-09.430,+00.013383,-00.018162,-00.355214*63\r\n'"
1711642327.5375283,0,1711642327,536762475,imu1_frame,0,0,0,,0.5101317004107553,0.5088776671072737,-0.222206059,-0.65683608,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.016082,-0.009173,-0.34801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.472,-1.657,-9.726,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.217,-0.0184,-0.4048,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+041.970,-002.684,+001.528,+00.2170,-00.0184,-00.4048,-00.472,-01.657,-09.726,+00.016082,-00.009173,-00.348011*62\r\n'"
1711642327.5623946,0,1711642327,561440944,imu1_frame,0,0,0,,0.602470364,0.3676242630573182,-0.061052142,-0.705800608,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011267,-0.003315,-0.34599,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.506,-1.482,-9.561,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2194,-0.021,-0.4004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+041.473,-002.680,+001.575,+00.2194,-00.0210,-00.4004,-00.506,-01.482,-09.561,+00.011267,-00.003315,-00.345991*6F\r\n'"
1711642327.5880425,0,1711642327,587426900,imu1_frame,0,0,0,,0.6583114406856672,0.21467361318881112,0.11480524950679227,-0.712292806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003433,-0.000345,-0.34277,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.398,-1.478,-9.541,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2195,-0.0159,-0.4018,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+040.975,-002.667,+001.617,+00.2195,-00.0159,-00.4018,-00.398,-01.478,-09.541,+00.003433,-00.000345,-00.342774*6F\r\n'"
1711642327.6139572,0,1711642327,613138198,imu1_frame,0,0,0,,0.6796002570025729,0.057490212,0.2918560000087682,-0.670565762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001323,0.004966,-0.34534,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.402,-1.819,-9.559,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2183,-0.0134,-0.3976,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+040.477,-002.648,+001.650,+00.2183,-00.0134,-00.3976,-00.402,-01.819,-09.559,+00.001323,+00.004966,-00.345340*6B\r\n'"
1711642327.6377816,0,1711642327,637117862,imu1_frame,0,0,0,,0.6692212935900397,-0.097803699,0.45498405021592225,-0.579281288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.006526,0.008044,-0.3451,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.513,-2.042,-9.485,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2196,-0.0084,-0.4047,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+039.981,-002.623,+001.669,+00.2196,-00.0084,-00.4047,-00.513,-02.042,-09.485,-00.006526,+00.008044,-00.345106*67\r\n'"
1711642327.6638117,0,1711642327,663040161,imu1_frame,0,0,0,,0.6279865117985044,-0.248034139,0.5873650776102981,-0.446222223,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.009441,0.008715,-0.34409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.422,-1.95,-9.616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2195,-0.0159,-0.4032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+039.490,-002.599,+001.674,+00.2195,-00.0159,-00.4032,-00.422,-01.950,-09.616,-00.009441,+00.008715,-00.344097*62\r\n'"
1711642327.6871262,0,1711642327,686342477,imu1_frame,0,0,0,,0.5529793847770588,-0.387041662,0.6810191500477534,-0.283946244,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.018752,0.002859,-0.34043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.39,-1.924,-9.659,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.222,-0.0097,-0.406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+038.998,-002.579,+001.676,+00.2220,-00.0097,-00.4060,-00.390,-01.924,-09.659,-00.018752,+00.002859,-00.340439*6D\r\n'"
1711642327.7126682,0,1711642327,712209701,imu1_frame,0,0,0,,0.4482282817146135,-0.506396665,0.7292832809717907,-0.103921706,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.024302,-0.000751,-0.33986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.486,-2.046,-9.553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2208,-0.0122,-0.4103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+038.509,-002.561,+001.673,+00.2208,-00.0122,-00.4103,-00.486,-02.046,-09.553,-00.024302,-00.000751,-00.339868*68\r\n'"
1711642327.7386694,0,1711642327,737738609,imu1_frame,0,0,0,,0.31540728152137343,-0.603269645,0.7280391189464988,0.080888958,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.034828,-0.002498,-0.33523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.508,-1.873,-9.695,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2208,-0.0072,-0.4075,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+038.021,-002.551,+001.659,+00.2208,-00.0072,-00.4075,-00.508,-01.873,-09.695,-00.034828,-00.002498,-00.335234*62\r\n'"
1711642327.7636907,0,1711642327,762855529,imu1_frame,0,0,0,,0.15929642379317338,-0.668761861,0.6789464356805885,0.2577090613979212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.038615,-0.009263,-0.33805,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.498,-1.938,-9.456,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2208,-0.0072,-0.4032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+037.533,-002.546,+001.637,+00.2208,-00.0072,-00.4032,-00.498,-01.938,-09.456,-00.038615,-00.009263,-00.338057*62\r\n'"
1711642327.7868311,0,1711642327,786234378,imu1_frame,0,0,0,,-0.013792944,-0.695082631,0.5880022918829436,0.4134285850463727,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.038762,-0.013618,-0.3385,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.403,-1.971,-9.573,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2209,0.0004,-0.4089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+037.044,-002.549,+001.611,+00.2209,+00.0004,-00.4089,-00.403,-01.971,-09.573,-00.038762,-00.013618,-00.338502*64\r\n'"
1711642327.814666,0,1711642327,813529491,imu1_frame,0,0,0,,-0.18857602,-0.676225053,0.4648402349672388,0.5395204527589608,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.031965,-0.012102,-0.33718,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.512,-1.767,-9.37,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2257,-0.0035,-0.4059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+036.558,-002.554,+001.588,+00.2257,-00.0035,-00.4059,-00.512,-01.767,-09.370,-00.031965,-00.012102,-00.337183*62\r\n'"
1711642327.8377225,0,1711642327,837044715,imu1_frame,0,0,0,,-0.353630887,-0.613963922,0.3187322403099173,0.6296056363954322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.031598,-0.014507,-0.33283,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.492,-1.749,-9.361,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2257,-0.0023,-0.4116,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+036.077,-002.562,+001.566,+00.2257,-00.0023,-00.4116,-00.492,-01.749,-09.361,-00.031598,-00.014507,-00.332838*62\r\n'"
1711642327.862958,0,1711642327,862088203,imu1_frame,0,0,0,,-0.497128839,-0.511054209,0.15680363160307012,0.6834465115446389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.025905,-0.012986,-0.33894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.439,-1.718,-9.494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2294,-0.0024,-0.4043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+035.593,-002.568,+001.551,+00.2294,-00.0024,-00.4043,-00.439,-01.718,-09.494,-00.025905,-00.012986,-00.338941*6A\r\n'"
1711642327.8883505,0,1711642327,887748241,imu1_frame,0,0,0,,-0.610277616,-0.374890482,-0.011823675,0.6977668366108923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.027271,-0.013204,-0.33252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.36,-1.568,-9.405,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2295,0.0039,-0.4157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+035.108,-002.574,+001.540,+00.2295,+00.0039,-00.4157,-00.360,-01.568,-09.405,-00.027271,-00.013204,-00.332522*61\r\n'"
